2019-09-16 22:57:54,339 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2019-09-16 22:57:54,493 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2019-09-16 22:57:54,510 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2019-09-16 22:57:54,511 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2019-09-16 22:57:54,577 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2019-09-16 22:57:54,579 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2019-09-16 22:57:55,250 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2019-09-16 23:26:59,915 INFO  SwAddin.cs: 271 - Assembly export called for file base
2019-09-16 23:27:28,421 INFO  SwAddin.cs: 271 - Assembly export called for file base
2019-09-16 23:27:29,819 INFO  SwAddin.cs: 290 - Saving assembly
2019-09-16 23:27:29,959 INFO  SwAddin.cs: 293 - Opening property manager
2019-09-16 23:27:30,149 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base
2019-09-16 23:27:30,244 INFO  ExportHelperExtension.cs: 1142 - Found 55 in base
2019-09-16 23:27:30,245 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base
2019-09-16 23:27:30,246 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-09-16 23:27:30,254 INFO  ExportHelperExtension.cs: 1167 - 10 components to check
2019-09-16 23:27:30,255 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor-3
2019-09-16 23:27:30,256 INFO  ExportHelperExtension.cs: 1142 - Found 45 in motor-3
2019-09-16 23:27:30,257 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor-3
2019-09-16 23:27:30,257 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor-2
2019-09-16 23:27:30,257 INFO  ExportHelperExtension.cs: 1142 - Found 45 in motor-2
2019-09-16 23:27:30,258 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor-2
2019-09-16 23:27:30,258 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from motor-1
2019-09-16 23:27:30,258 INFO  ExportHelperExtension.cs: 1142 - Found 45 in motor-1
2019-09-16 23:27:30,259 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in motor-1
2019-09-16 23:27:30,259 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Locomotory_Bracket-2
2019-09-16 23:27:30,260 INFO  ExportHelperExtension.cs: 1142 - Found 40 in Locomotory_Bracket-2
2019-09-16 23:27:30,260 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Locomotory_Bracket-2
